input,output
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37, 0.5]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37, 0.5, -0.26]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37, 0.5, -0.26, 0.65]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37, 0.5, -0.26, 0.65, 2.57]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37, 0.5, -0.26, 0.65, 2.57, 1.83]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37, 0.5, -0.26, 0.65, 2.57, 1.83, -1.67]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37, 0.5, -0.26, 0.65, 2.57, 1.83, -1.67, -0.01]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.08, -1.19, 0.05, 0.24, -0.69, -0.0, -0.26, 1.6, -0.78, -0.64, -0.32, 1.0, 1.15, 1.15, 0.76, 1.75, 1.41, -1.47, -1.68, 0.17, -0.16, 0.16, -1.21, -0.14, 0.0, -1.33, 1.73, 1.71, 0.84, -0.48, -0.7, -1.14, -0.37, 0.5, -0.26, 0.65, 2.57, 1.83, -1.67, -0.01, -2.54]","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
[-1.0],False
"[-1.0, -0.76]","[False, False]"
"[-1.0, -0.76, 1.38]","[False, False, False]"
"[-1.0, -0.76, 1.38, 0.22]","[False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22]","[False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38]","[False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23]","[False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02]","[False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28]","[False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78]","[False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87]","[False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51]","[False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64]","[False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22, -1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22, -1.0, -0.08]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22, -1.0, -0.08, -1.42]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22, -1.0, -0.08, -1.42, -0.04]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22, -1.0, -0.08, -1.42, -0.04, 1.26]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22, -1.0, -0.08, -1.42, -0.04, 1.26, 0.47]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22, -1.0, -0.08, -1.42, -0.04, 1.26, 0.47, 0.41]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-1.0, -0.76, 1.38, 0.22, 0.22, -1.38, 0.23, -0.02, -0.28, -0.78, -0.87, -0.51, -0.64, -1.42, -1.36, -0.45, -0.48, -0.48, 2.27, 0.39, -0.46, 1.06, 0.62, 0.67, 1.19, 0.45, 1.96, -1.23, 0.73, -0.63, 0.14, 1.13, 0.22, -1.0, -0.08, -1.42, -0.04, 1.26, 0.47, 0.41, 0.44]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
[0.62],True
"[0.62, -1.97]","[True, False]"
"[0.62, -1.97, -0.04]","[True, False, False]"
"[0.62, -1.97, -0.04, 1.39]","[True, False, False, False]"
"[0.62, -1.97, -0.04, 1.39, -0.11]","[True, False, False, False, False]"
"[0.62, -1.97, -0.04, 1.39, -0.11, 1.23]","[True, False, False, False, False, False]"
"[0.62, -1.97, -0.04, 1.39, -0.11, 1.23, 0.06]","[True, False, False, False, False, False, False]"
"[0.62, -1.97, -0.04, 1.39, -0.11, 1.23, 0.06, -2.16]","[True, False, False, False, False, False, False, False]"
"[0.62, -1.97, -0.04, 1.39, -0.11, 1.23, 0.06, -2.16, -1.12]","[True, False, False, False, False, False, False, False, False]"
